video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=WzJc75S-LzY&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@universityofwashington,UW (University of Washington),UW Campus Tour: Hear It from a Husky,130K weergaven,8 jaar geleden,Follow UW student Joe Santiago as he shows you around the University of Washington's Seattle campus and shares his tips ...,2024-01-28 22:45:41.393309
/watch?v=APu1Fhc-Z1I&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@purpleguac,Purple Guac,WORST Things About University of Washington,52K weergaven,3 jaar geleden,"UW Talks Episode 2. We are seniors in college with differing backgrounds, experiences, and career paths. We came together to ...",2024-01-28 22:45:41.402028
/watch?v=imvhp7RWuG8&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@dobochobo,dobochobo,"college life vlog 🌸☔️ spring classes, cherry blossoms, & tips from a UW student!",446K weergaven,1 jaar geleden,"hello friends!! surprised to see me so soon again? this video is for all my future college kiddos, a vlog sprinkled with ...",2024-01-28 22:45:41.406687
/watch?v=hyfG4_9zCOQ&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@jessicastarsinspace2563,Jessicastarsinspace,Why You Shouldn’t Go to the University of Washington,82K weergaven,2 jaar geleden,"Hi everyone! If you're new to my channel, my name is Jessica, and I'm a second-year student at the University of Washington.",2024-01-28 22:45:49.264580
/watch?v=VdB_a2HBjNo&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@rachellelui,Rachelle Lui,University of Washington ☆ Things I Wish I Knew Before Freshmen Year,49K weergaven,3 jaar geleden,"Hi everyone! For upcoming freshmen, this is a short video on some things I wish I knew before I attended UW :) ☆ SOCIAL MEDIA ...",2024-01-28 22:45:49.266367
/watch?v=5CuDPm3XRHc&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@ScholarshipsHall,Scholarships Hall,10 BEST UNIVERSITIES IN WASHINGTON FOR INTERNATIONAL STUDENTS,"5,3K weergaven",1 jaar geleden,10 best Universities in Washington for international students is the topic we are looking at. We will provide you with all necessary ...,2024-01-28 22:45:49.267668
/watch?v=AEPZpPdnA3M&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@jessicastarsinspace2563,Jessicastarsinspace,How I Got Into the University of Washington | My Stats + Extracurriculars + More!,10K weergaven,3 jaar geleden,Music Credits: don't leave me here alone by Artificial.Music https://soundcloud.com/artificial-music Creative Commons ...,2024-01-28 22:45:49.268863
/watch?v=7Z1y6F4FJW4&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@nancyhe,Nancy He 何南希,💗dorm room tour💗| university of washington,"5,7K weergaven",5 maanden geleden,dormtour #universityofwashington #seattle The long-awaited University of Washington dorm tour is finally here!! Sorry for the wait ...,2024-01-28 22:45:49.270117
/watch?v=nQq-_tYMfto&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@StudentCareer1993,Student Career,Top Ten Universities in Washington New Ranking | Where is Gonzaga University ?,"8,8K weergaven",2 jaar geleden,"#usuniversityranking #bestuniversitiesinoregon 1 University of Washington, Seattle 2 Washington State University, Pullman 3 ...",2024-01-28 22:45:49.271470
/watch?v=Gq7DxcpuYMM&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@BECUVideo,BECU credit union,UW Bow Down to Washington | Singalong Song | Produced by BECU,80K weergaven,5 jaar geleden,"As a proud partner of the University of Washington, BECU has collaborated with some of their most famous alumni to perform the ...",2024-01-28 22:45:49.273318
/watch?v=24Y4aT52ekU&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@hydraFB,Hydra,"University of Washington Fight Song- ""Bow Down to Washington""",90K weergaven,3 jaar geleden,"OPEN DESCRIPTION Happy New Year!!! This video is the University of Washington fight song! If you enjoyed it, please be sure to ...",2024-01-28 22:45:49.276703
/watch?v=772uTuN09ac&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@mynametrong5508,mynametrong,University of Washington - Pros and Cons,114K weergaven,6 jaar geleden,My personal experience and opinion of the pros and cons of going to the University of Washington Seattle campus. Please leave ...,2024-01-28 22:45:49.278523
/watch?v=4Jp3u_s714c&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@rachellelui,Rachelle Lui,university of washington I first week of school vlog 🍂,11K weergaven,2 jaar geleden,intro 00:00-00:23 monday 00:23-4:40 tuesday 4:41-6:42 wednesday 6:43-9:08 thursday 9:09-11:19 friday 11:20-13:01 saturday ...,2024-01-28 22:45:49.280269
/watch?v=VnSr_6YsSXs&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@premiumsportsla7470,PREMIUM SPORTS LA,PREMIUM COLLEGE TOUR - UNIVERSITY OF WASHINGTON,15K weergaven,4 jaar geleden,Premium Team 1st and 10 takes an unofficial visit to the University of Washington to learn what it takes to join the Huskies!,2024-01-28 22:45:49.281498
/watch?v=2UoAXmQEmNQ&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@JessicaRoseHood,Jessica Rose Hood,WASHU CAMPUS TOUR  | everything you need to know about Washington University in St. Louis,42K weergaven,2 jaar geleden,"In this video, we do a Washington University in St. Louis campus tour, where I just graduated college. After having spent 4 years ...",2024-01-28 22:45:49.282709
/watch?v=LUYGuQ1BxRo&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@PNW4K,PNW 4K,University District and University of Washington UW Campus Driving Tour in Seattle WA USA 2021,"9,9K weergaven",2 jaar geleden,00:00 Start at U Village 04:20 UW Fraternities and Sororities 06:40 Southbound on University Way 08:30 University Bookstore ...,2024-01-28 22:45:49.284537
/watch?v=nG3PNwPmCIU&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@jessicastarsinspace2563,Jessicastarsinspace,How Difficult is it to Get Into Every Major at UW?,20K weergaven,2 jaar geleden,... student at uw anyway the point of today's video is to talk about the different majors at the university of washington and how easy ...,2024-01-28 22:45:49.285806
/watch?v=t79Six0wQz4&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@nolnkim,Nolan Kim,university of washington / most beautiful college campus / cinematic video,48K weergaven,3 jaar geleden,"The other day, I was looking through my computer and realized that I had some footage leftover from the last year of the University ...",2024-01-28 22:45:49.287056
/watch?v=A0sf2U6l6KM&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@CWUAthletics,CWU Athletics,Central Washington Men’s Rugby vs. British Columbia,1K weergaven,Gestreamd: 23 uur geleden,The #9 Central Washington University men's rugby team takes on British Columbia for their home opener on Steve Hertling Field ...,2024-01-28 22:45:49.288362
/watch?v=axPkLF0KHXo&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@UWFosterSchool,University of Washington Foster School of Business,Tour the University of Washington Foster School of Business,"9,8K weergaven",3 jaar geleden,"The UW Foster School of Business is comprised of: Dempsey Hall Opened in Fall 2012, the Foster School's Dempsey Hall is ...",2024-01-28 22:45:59.211159
/watch?v=JSiuqUIExVM&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@fox13seattle,FOX 13 Seattle,Move-in day at the University of Washington,1K weergaven,4 maanden geleden,"This week, students around the country are returning to college. It's move-in day for most schools on the quarter system, like UW ...",2024-01-28 22:45:59.214295
/watch?v=ht8ObQN751Y&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@brianbae4020,Brian Bae,Day In My Life at The University of Washington,131K weergaven,5 jaar geleden,This is what happens in a typical day in my life at UW! Welcome to my Channel! I'm Brian and I'm a sophomore at the University of ...,2024-01-28 22:45:59.217154
/watch?v=OCq-kokmRts&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@jessicastarsinspace2563,Jessicastarsinspace,My *VERY* Unpopular Opinions About the University of Washington,6K weergaven,1 jaar geleden,I'm currently a third-year student at the University of Washington double-majoring in Astronomy and Comprehensive Physics.,2024-01-28 22:45:59.220645
/watch?v=6aViIvbNYmE&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@enochkwong980,Enoch Kwong,"University of Washington Dorm tour 2022 (Dimensions + Models!) Maple, Elm, Lander, Willow, etc.",12K weergaven,1 jaar geleden,Took this video before moving out of the room. Take dimensions with a grain of salt :) This is a room in maple hall and most of the ...,2024-01-28 22:45:59.223408
/watch?v=etRZCmYa1bw&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@dobochobo,dobochobo,first week of college 🍵☔️ as a senior @ university of washington!,137K weergaven,3 maanden geleden,"a week of settling in, trying to get back into the groove of college life, & lots of caffeine. i know it is way past back to school season ...",2024-01-28 22:45:59.230068
/watch?v=A03zS8VsTQU&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@Sincerelylaure,Sincerelylaure,COLLEGE DORM TOUR 2020 | University of Washington (freshman year),38K weergaven,3 jaar geleden,"hi here's my long-awaited dorm tour!! thank you so much for watching, cya in my next video. i hope you all have an amazing day ...",2024-01-28 22:45:59.233611
/watch?v=wEjiipnB8Cs&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@universityofwashington,UW (University of Washington),2023's UW News video highlights,"2,3K weergaven",1 maand geleden,"This minute-long video is a glimpse at just some of the video stories the UW News office produced this year. In 2023, UW students, ...",2024-01-28 22:45:59.238432
/watch?v=Gzdvdp_8jw4&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@collegeduniastudyabroad,Collegedunia Study Abroad,"University of Washington, Full Admission story 2024 | Indian student in US | Complete Review","1,6K weergaven",3 maanden geleden,About Collegedunia Study Abroad: Get admission help for 1000+ universities in the USA. Get a free evaluation of the profile and ...,2024-01-28 22:45:59.243090
/watch?v=lQoshQZGuwE&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@AUAdmissions,American University Admissions,This is American University,62K weergaven,4 jaar geleden,"If you are ready to learn more, sign up to get more information about American University in Washington, DC: ...",2024-01-28 22:45:59.247230
/watch?v=r0JA7jX4BI0&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@NCAAChampionships,NCAA Championships,"Washington vs. Georgetown: Brilliant goal, full College Cup semifinal highlights",55K weergaven,2 jaar geleden,"After a 0-0 first half, the scoring opened up in the 2021 NCAA men's soccer semifinal between Washington and Georgetown, ...",2024-01-28 22:45:59.250058
/watch?v=xMgrBIAEfU8&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@Mcflurrybean,The End,University of Washington Cheer 2015,26K weergaven,8 jaar geleden,"UW performing @ The WIAA Washington State Cheer Competition at Alaska Airlines Arena on January 31st, 2015!",2024-01-28 22:45:59.252751
/watch?v=jAaqNUzUVyQ&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@WheelsYT,Wheels,#25 Washington vs #6 Oregon Highlights | College Football Week 11 | 2022 College Football Highlights,266K weergaven,1 jaar geleden,Oregon vs Washington Highlights (Washington vs Oregon) | 2022 College Football Highlights. Oregon Football hosted ...,2024-01-28 22:45:59.258012
/watch?v=_xzqfeXyoOk&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@CampusMania,CampusMania,Washington State University | WSU | 4K Campus Drone Tour,26K weergaven,2 jaar geleden,"A 4K tour of Washington State University Campus! Washington State University (Washington State, WSU, or Wazzu) is a public ...",2024-01-28 22:45:59.261440
/watch?v=Kjv3RYsWnzQ&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@espncfb,ESPN College Football,Oregon Ducks vs. Washington Huskies | Full Game Highlights,799K weergaven,3 maanden geleden,Watch highlights as the No. 7 Washington Huskies eked out a 36-33 win over the No. 8 Oregon Ducks. QB Michael Penix Jr. threw ...,2024-01-28 22:45:59.264540
/watch?v=H_3ENKlo6oo&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@kennakwok.,Kenna Kwok,DORM TOUR 2021 - UNIVERSITY OF WASHINGTON (Lander Hall),45K weergaven,2 jaar geleden,MY OFFICIAL DORM ROOM TOUR! I hope you guys enjoy it and maybe get some inspiration! Shoutout to Clarice for filming too!,2024-01-28 22:46:07.552521
/watch?v=JLafA9i1cJE&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@nancyhe,Nancy He 何南希,COLLEGE MOVE IN DAY | University of Washington (freshman),21K weergaven,1 jaar geleden,"collegemovein #movingout #dormroom #universityofwashington The video you've all been waiting for! In this video, I moved into a ...",2024-01-28 22:46:07.554879
/watch?v=s1KLYMQitcQ&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@WWUVikingsAthletics,WWUVikingsAthletics,Western Washington University - Campus Tour,17K weergaven,3 jaar geleden,"Take a tour of the Western Washington University campus in Bellingham, Washington, through the eyes of the Department of ...",2024-01-28 22:46:07.556211
/watch?v=7fL-jJCb_a8&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@nicoleayn.s,Nicole Ayn,a day in the life of a university of washington engineering student!,40K weergaven,4 jaar geleden,hi there! here's a sneak peek of my daily life as a university of washington engineering student. hope you enjoy! — socials ig: ...,2024-01-28 22:46:07.557465
/watch?v=IlYJcGPEVW4&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@pac12,Pac-12 Networks,Washington vs. California Men's Basketball Highlights | 2023-24 Season,"2,7K weergaven",9 dagen geleden,Moses Wood made a three-pointer at the end of regulation to help Washington men's basketball defeat California by a final score ...,2024-01-28 22:46:07.558860
/watch?v=75GpZHGufk4&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@CWUAthletics,CWU Athletics,Central Washington Men's Basketball vs Simon Fraser,514 weergaven,Gestreamd: 18 uur geleden,The Wildcats take on the Red Leafs in Nicholson Arena.,2024-01-28 22:46:07.560110
/watch?v=dCGh9XhNxMI&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@R247Success,R247 Success,The University of Washington System | All 3 Campuses,513 weergaven,5 maanden geleden,The University of Washington System. University of Washington Campus Tour. University of Washington Seattle. University of ...,2024-01-28 22:46:07.561495
/watch?v=TpjyA858ErE&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@HarshithaNadamala,Harshitha Nadamala,University of Washington Seattle tour | Prettiest campus in USA | Telugu | Harshi Vlogs,4K weergaven,7 maanden geleden,The University of Washington has been named one of the most beautiful colleges in America. So in today's video I wanted to show ...,2024-01-28 22:46:07.566397
/watch?v=IzWYzY2vwys&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@UWHuskyMarchingBand,University of Washington Husky Marching Band,Husky Marching Band | Washington vs. WSU | Halftime - Music of Marvel (11.29.19),10K weergaven,4 jaar geleden,"The Husky Marching Band presents the ""Music of Marvel"" with songs from the Marvel Universe and The Avengers! Led onto the ...",2024-01-28 22:46:07.567640
/watch?v=HjdhOegDa9A&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@CentralWashU,Central Washington University,CWU Campus,14K weergaven,4 jaar geleden,"Aerial views of the Central Washington University campus in Ellensburg, WA.",2024-01-28 22:46:07.568919
/watch?v=wL590rVlTdA&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@Music213,Music213,University of Washington Husky Marching Band - 2019 Pasadena Rose Parade,16K weergaven,5 jaar geleden,"From Seattle, Washington The University of Washington Husky Marching Band performing at the 130th Annual Pasadena ...",2024-01-28 22:46:07.570180
/watch?v=Ji45zbW0H7U&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@pac12,Pac-12 Networks,Cal vs. No. 8 Washington Football Highlights | Week 4 | 2023 Season,10K weergaven,4 maanden geleden,Michael Penix Jr. threw for 304 yards and four touchdowns — two to Rome Odunze and two to Ja'Lynn Polk — as No.,2024-01-28 22:46:07.571652
/watch?v=NS1pBvHz6As&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@espncfb,ESPN College Football,Washington Huskies vs. Oregon State Beavers | Full Game Highlights,392K weergaven,2 maanden geleden,"Watch full game highlights as the No. 5 Washington Huskies held on to defeat the No. 10 Oregon State Beavers, 22-20, in a rainy ...",2024-01-28 22:46:07.573098
/watch?v=FNsjgQul208&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@uwrecreation2837,UW Recreation,About University of Washington Recreation,6K weergaven,1 jaar geleden,Learn more about what UW Recreation has to offer the Husky community! You'll discover how to get active and participate in our ...,2024-01-28 22:46:07.574396
/watch?v=guIgwzT6QPA&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@UDubAdmissions,UW Admissions,Where We Study: University of Washington,38K weergaven,11 jaar geleden,"We asked, students answered. ""What is your favorite place to study on campus?"" ""On a sunny spring weekend day, I love ...",2024-01-28 22:46:07.575566
/watch?v=aFTXe1AvYac&pp=ygUSdW5pdiBvZiB3YXNoaW5ndG9u,/@runnerspace,runnerspace,Dempsey Indoor Mile Record Falls In Super Deep Race,"3,4K weergaven",10 uur geleden,"SEATTLE — Exactly a year ago, Luke Houser's 3:55.98 mile was part of an historic race that saw eight University of Washington ...",2024-01-28 22:46:07.580440
